Date,Account Type,Description,Quantity,Price,Book Cost,Market Value,CADUSD Conversion Rate,USDCAD Conversion Rate,Ticker,Industry
03/2023,Tax-Free Savings Account - US,Cash,0.0,0.0,155.94,155.94,1.0,1.352190017700195,CASH,Banks - Regional
03/2023,Tax-Free Savings Account - US,BMO MICRO FANG+TM ETN NEW (FNGU ),17.0,103.46,1453.12,1758.82,1.0,1.352190017700195,FNGU,n/a
03/2023,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,212.43,721.68,637.29,1.0,1.352190017700195,BA,Aerospace & Defense
03/2023,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,67.57,1007.1,202.71,1.0,1.352190017700195,COIN,Financial Data & Stock Exchanges
03/2023,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,496.87,1015.91,993.74,1.0,1.352190017700195,COST,Discount Stores
03/2023,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,132.01,1508.99,1320.1,1.0,1.352190017700195,QQQM,n/a
03/2023,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,345.48,1125.99,1036.44,1.0,1.352190017700195,NFLX,Entertainment
03/2023,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,17.52,485.47,192.72,1.0,1.352190017700195,BITO,n/a
02/2023,Tax-Free Savings Account - US,Cash,0.0,0.0,152.84,152.84,1.0,1.3573999404907229,CASH,Banks - Regional
02/2023,Tax-Free Savings Account - US,BMO MICRO FANG+TM ETN NEW (FNGU ),17.0,74.23,1453.12,1261.91,1.0,1.3573999404907229,FNGU,n/a
02/2023,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,201.55,721.68,604.65,1.0,1.3573999404907229,BA,Aerospace & Defense
02/2023,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,64.83,1007.1,194.49,1.0,1.3573999404907229,COIN,Financial Data & Stock Exchanges
02/2023,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,484.18,1015.91,968.36,1.0,1.3573999404907229,COST,Discount Stores
02/2023,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,120.79,1508.99,1207.9,1.0,1.3573999404907229,QQQM,n/a
02/2023,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,322.13,1125.99,966.39,1.0,1.3573999404907229,NFLX,Entertainment
02/2023,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,14.45,485.47,158.95,1.0,1.3573999404907229,BITO,n/a
01/2022,Tax-Free Savings Account - CDN,Cash,0.0,0.0,740.14,740.14,0.7837543487548828,1.0,CASH,Banks - Regional
01/2022,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,42.93,477.99,515.16,0.7837543487548828,1.0,XUU,n/a
01/2022,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,41.26,897.59,412.6,0.7837543487548828,1.0,LSPD,Software - Application
01/2022,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,11.08,512.39,354.56,0.7837543487548828,1.0,LEV,n/a
01/2022,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,18.98,489.51,455.52,0.7837543487548828,1.0,XEB,n/a
01/2022,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,101.81,1066.54,1119.91,0.7837543487548828,1.0,TD,Banks - Diversified
09/2021,Tax-Free Savings Account - US,Cash,0.0,0.0,163.92,163.92,1.0,1.27538001537323,CASH,Banks - Regional
09/2021,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,219.94,721.68,659.82,1.0,1.27538001537323,BA,Aerospace & Defense
09/2021,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,227.48,1007.1,682.44,1.0,1.27538001537323,COIN,Financial Data & Stock Exchanges
08/2021,Tax-Free Savings Account - US,Cash,0.0,0.0,163.92,163.92,1.0,1.260890007019043,CASH,Banks - Regional
08/2021,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,219.5,721.68,658.5,1.0,1.260890007019043,BA,Aerospace & Defense
08/2021,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,259.0,1007.1,777.0,1.0,1.260890007019043,COIN,Financial Data & Stock Exchanges
01/2023,Tax-Free Savings Account - CDN,Cash,0.0,0.0,122.32,122.32,0.747171938419342,1.0,CASH,Banks - Regional
01/2023,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,40.5,479.31,486.0,0.747171938419342,1.0,XUU,n/a
01/2023,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,24.07,897.59,240.7,0.747171938419342,1.0,LSPD,Software - Application
01/2023,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,3.49,512.39,111.68,0.747171938419342,1.0,LEV,n/a
01/2023,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.66,489.35,375.84,0.747171938419342,1.0,XEB,n/a
01/2023,Tax-Free Savings Account - CDN,SUNCOR ENERGY INC NEW (SU),25.0,46.18,1016.24,1154.5,0.747171938419342,1.0,SU,Oil & Gas Integrated
01/2023,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,92.06,1066.54,1012.66,0.747171938419342,1.0,TD,Banks - Diversified
02/2022,Tax-Free Savings Account - US,Cash,0.0,0.0,219.93,219.93,1.0,1.2755199670791626,CASH,Banks - Regional
02/2022,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,205.34,721.68,616.02,1.0,1.2755199670791626,BA,Aerospace & Defense
02/2022,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,190.77,1007.1,572.31,1.0,1.2755199670791626,COIN,Financial Data & Stock Exchanges
02/2022,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,519.25,1015.91,1038.5,1.0,1.2755199670791626,COST,Discount Stores
02/2022,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,394.52,1125.99,1183.56,1.0,1.2755199670791626,NFLX,Entertainment
02/2022,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,26.38,485.47,290.18,1.0,1.2755199670791626,BITO,n/a
02/2022,Tax-Free Savings Account - US,TWITTER INC (TWTR),15.0,35.55,635.19,533.25,1.0,1.2755199670791626,TWTR,n/a
03/2022,Tax-Free Savings Account - US,Cash,0.0,0.0,1770.08,1770.08,1.0,1.24822998046875,CASH,Banks - Regional
03/2022,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,191.5,721.68,574.5,1.0,1.24822998046875,BA,Aerospace & Defense
03/2022,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,189.86,1007.1,569.58,1.0,1.24822998046875,COIN,Financial Data & Stock Exchanges
03/2022,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,575.85,1015.91,1151.7,1.0,1.24822998046875,COST,Discount Stores
03/2022,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,374.59,1125.99,1123.77,1.0,1.24822998046875,NFLX,Entertainment
03/2022,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,28.55,485.47,314.05,1.0,1.24822998046875,BITO,n/a
03/2022,Tax-Free Savings Account - US,TWITTER INC (TWTR),15.0,38.69,635.19,580.35,1.0,1.24822998046875,TWTR,n/a
09/2023,Tax-Free Savings Account - US,Cash,0.0,0.0,91.18,91.18,1.0,1.3490999937057495,CASH,Banks - Regional
09/2023,Tax-Free Savings Account - US,BMO MICRO FANG+TM ETN NEW (FNGU ),19.0,150.13,4193.79,2852.47,1.0,1.3490999937057495,FNGU,n/a
09/2023,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,191.68,721.68,575.04,1.0,1.3490999937057495,BA,Aerospace & Defense
09/2023,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,75.08,1007.1,225.24,1.0,1.3490999937057495,COIN,Financial Data & Stock Exchanges
09/2023,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,564.96,1015.91,1129.92,1.0,1.3490999937057495,COST,Discount Stores
09/2023,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,147.41,1508.99,1474.1,1.0,1.3490999937057495,QQQM,n/a
09/2023,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,377.6,1125.99,1132.8,1.0,1.3490999937057495,NFLX,Entertainment
09/2023,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,13.81,485.47,151.91,1.0,1.3490999937057495,BITO,n/a
08/2023,Tax-Free Savings Account - US,Cash,0.0,0.0,87.32,87.32,1.0,1.3535300493240356,CASH,Banks - Regional
08/2023,Tax-Free Savings Account - US,BMO MICRO FANG+TM ETN NEW (FNGU ),19.0,183.76,4193.79,3491.44,1.0,1.3535300493240356,FNGU,n/a
08/2023,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,224.03,721.68,672.09,1.0,1.3535300493240356,BA,Aerospace & Defense
08/2023,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,79.6,1007.1,238.8,1.0,1.3535300493240356,COIN,Financial Data & Stock Exchanges
08/2023,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,549.28,1015.91,1098.56,1.0,1.3535300493240356,COST,Discount Stores
08/2023,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,155.43,1508.99,1554.3,1.0,1.3535300493240356,QQQM,n/a
08/2023,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,433.68,1125.99,1301.04,1.0,1.3535300493240356,NFLX,Entertainment
08/2023,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,13.44,485.47,147.84,1.0,1.3535300493240356,BITO,n/a
08/2022,Tax-Free Savings Account - US,Cash,0.0,0.0,265.89,265.89,1.0,1.3089499473571775,CASH,Banks - Regional
08/2022,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,160.25,721.68,480.75,1.0,1.3089499473571775,BA,Aerospace & Defense
08/2022,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,66.8,1007.1,200.4,1.0,1.3089499473571775,COIN,Financial Data & Stock Exchanges
08/2022,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,522.1,1015.91,1044.2,1.0,1.3089499473571775,COST,Discount Stores
08/2022,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,123.22,1508.99,1232.2,1.0,1.3089499473571775,QQQM,n/a
08/2022,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,223.56,1125.99,670.68,1.0,1.3089499473571775,NFLX,Entertainment
08/2022,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,12.36,485.47,135.96,1.0,1.3089499473571775,BITO,n/a
08/2022,Tax-Free Savings Account - US,TWITTER INC (TWTR),15.0,38.75,635.19,581.25,1.0,1.3089499473571775,TWTR,n/a
09/2022,Tax-Free Savings Account - US,Cash,0.0,0.0,267.97,267.97,1.0,1.3674499988555908,CASH,Banks - Regional
09/2022,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,121.08,721.68,363.24,1.0,1.3674499988555908,BA,Aerospace & Defense
09/2022,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,64.49,1007.1,193.47,1.0,1.3674499988555908,COIN,Financial Data & Stock Exchanges
09/2022,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,472.27,1015.91,944.54,1.0,1.3674499988555908,COST,Discount Stores
09/2022,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,109.95,1508.99,1099.5,1.0,1.3674499988555908,QQQM,n/a
09/2022,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,235.44,1125.99,706.32,1.0,1.3674499988555908,NFLX,Entertainment
09/2022,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,11.99,485.47,131.89,1.0,1.3674499988555908,BITO,n/a
09/2022,Tax-Free Savings Account - US,TWITTER INC (TWTR),15.0,43.84,635.19,657.6,1.0,1.3674499988555908,TWTR,n/a
02/2025,Tax-Free Savings Account - US,Cash,0.0,0.0,11.21,11.21,1.0,1.444350004196167,CASH,Banks - Regional
02/2025,Tax-Free Savings Account - US,BITFARMS LTD (BITF ),665.06024,1.16,1389.99,771.46,1.0,1.444350004196167,BITF,Capital Markets
02/2025,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,174.63,721.68,523.89,1.0,1.444350004196167,BA,Aerospace & Defense
02/2025,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,215.62,1007.1,646.86,1.0,1.444350004196167,COIN,Financial Data & Stock Exchanges
02/2025,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),15.30867,209.26,2568.39,3203.49,1.0,1.444350004196167,QQQM,n/a
02/2025,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),9.69133,209.26,1625.95,2028.0,1.0,1.444350004196167,QQQM,n/a
02/2025,Tax-Free Savings Account - US,MICROSOFT CORP (MSFT ),4.86,396.99,2040.28,1929.37,1.0,1.444350004196167,MSFT,Software - Infrastructure
02/2025,Tax-Free Savings Account - US,PROSHARES BITCOIN ETF (BITO ),11.0,19.54,485.47,214.94,1.0,1.444350004196167,BITO,n/a
02/2025,Tax-Free Savings Account - US,SOUTHWEST AIRLINES CO (LUV ),46.10554,31.06,1589.99,1432.03,1.0,1.444350004196167,LUV,Airlines
02/2025,Tax-Free Savings Account - US,TARGET CORP (TGT ),11.31319,124.24,1584.99,1405.55,1.0,1.444350004196167,TGT,Discount Stores
02/2025,Tax-Free Savings Account - US,WALMART INC (WMT ),20.0,98.61,1138.28,1972.2,1.0,1.444350004196167,WMT,Discount Stores
03/2025,Tax-Free Savings Account - US,Cash,0.0,0.0,27.58,27.58,1.0,1.4309099912643433,CASH,Banks - Regional
03/2025,Tax-Free Savings Account - US,BITFARMS LTD (BITF ),665.06024,0.788,1389.99,524.06,1.0,1.4309099912643433,BITF,Capital Markets
03/2025,Tax-Free Savings Account - US,ALPHABET INC CL A (GOOGL ),11.7578,154.64,1998.99,1818.22,1.0,1.4309099912643433,GOOGL,Internet Content & Information
03/2025,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,170.55,721.68,511.65,1.0,1.4309099912643433,BA,Aerospace & Defense
03/2025,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,172.23,1007.1,516.69,1.0,1.4309099912643433,COIN,Financial Data & Stock Exchanges
03/2025,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),15.30867,193.02,2568.39,2954.87,1.0,1.4309099912643433,QQQM,n/a
03/2025,Tax-Free Savings Account - US,MICROSOFT CORP (MSFT ),4.86,375.39,2040.28,1824.39,1.0,1.4309099912643433,MSFT,Software - Infrastructure
03/2025,Tax-Free Savings Account - US,PROSHARES BITCOIN ETF (BITO ),11.0,18.32,485.47,201.52,1.0,1.4309099912643433,BITO,n/a
03/2025,Tax-Free Savings Account - US,SOUTHWEST AIRLINES CO (LUV ),46.10554,33.58,1589.99,1548.22,1.0,1.4309099912643433,LUV,Airlines
03/2025,Tax-Free Savings Account - US,TARGET CORP (TGT ),11.31319,104.36,1584.99,1180.64,1.0,1.4309099912643433,TGT,Discount Stores
03/2025,Tax-Free Savings Account - US,WALMART INC (WMT ),20.0,87.79,1138.28,1755.8,1.0,1.4309099912643433,WMT,Discount Stores
01/2024,Tax-Free Savings Account - CDN,Cash,0.0,0.0,1078.23,1078.23,0.7461739778518677,1.0,CASH,Banks - Regional
01/2024,Tax-Free Savings Account - CDN,BITFARMS LTD (BITF ),300.0,3.11,604.61,933.0,0.7461739778518677,1.0,BITF,Capital Markets
01/2024,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,48.2,482.96,578.4,0.7461739778518677,1.0,XUU,n/a
01/2024,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,24.81,897.59,248.1,0.7461739778518677,1.0,LSPD,Software - Application
01/2024,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,2.37,512.39,75.84,0.7461739778518677,1.0,LEV,n/a
01/2024,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.49,488.72,371.76,0.7461739778518677,1.0,XEB,n/a
01/2024,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,81.67,1066.54,898.37,0.7461739778518677,1.0,TD,Banks - Diversified
01/2025,Tax-Free Savings Account - CDN,Cash,0.0,0.0,22.49,22.49,0.6899882555007935,1.0,CASH,Banks - Regional
01/2025,Tax-Free Savings Account - CDN,ALIMENTATION COUCHE TARD (ATD),14.125,76.75,1138.58,1084.09,0.6899882555007935,1.0,ATD,n/a
01/2025,Tax-Free Savings Account - CDN,GROUPE DYNAMITE INC SVS (GRGD ),56.0,16.15,1135.03,904.4,0.6899882555007935,1.0,GRGD,n/a
01/2025,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,20.95,897.59,209.5,0.6899882555007935,1.0,LSPD,Software - Application
01/2025,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,0.05,512.39,1.6,0.6899882555007935,1.0,LEV,n/a
01/2025,Tax-Free Savings Account - CDN,SHOPIFY INC CL A SVS (SHOP ),8.0,169.61,993.99,1356.88,0.6899882555007935,1.0,SHOP,Software - Application
01/2025,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,82.91,1066.54,912.01,0.6899882555007935,1.0,TD,Banks - Diversified
03/2024,Tax-Free Savings Account - US,Cash,0.0,0.0,103.88,103.88,1.0,1.353600025177002,CASH,Banks - Regional
03/2024,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,192.99,721.68,578.97,1.0,1.353600025177002,BA,Aerospace & Defense
03/2024,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,265.12,1007.1,795.36,1.0,1.353600025177002,COIN,Financial Data & Stock Exchanges
03/2024,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,732.63,1015.91,1465.26,1.0,1.353600025177002,COST,Discount Stores
03/2024,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),25.0,182.69,4194.34,4567.25,1.0,1.353600025177002,QQQM,n/a
03/2024,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,32.3,485.47,355.3,1.0,1.353600025177002,BITO,n/a
03/2024,Tax-Free Savings Account - US,VANGUARD L T CORP BND ETF (VCLT ),18.0,78.23,1401.3,1408.14,1.0,1.353600025177002,VCLT,n/a
03/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),54.0,60.17,3073.35,3249.18,1.0,1.353600025177002,WMT,Discount Stores
02/2024,Tax-Free Savings Account - US,Cash,0.0,0.0,85.37,85.37,1.0,1.3577500581741333,CASH,Banks - Regional
02/2024,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,203.72,721.68,611.16,1.0,1.3577500581741333,BA,Aerospace & Defense
02/2024,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,203.56,1007.1,610.68,1.0,1.3577500581741333,COIN,Financial Data & Stock Exchanges
02/2024,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,743.89,1015.91,1487.78,1.0,1.3577500581741333,COST,Discount Stores
02/2024,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),25.0,180.69,4194.34,4517.25,1.0,1.3577500581741333,QQQM,n/a
02/2024,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,29.23,485.47,321.53,1.0,1.3577500581741333,BITO,n/a
02/2024,Tax-Free Savings Account - US,VANGUARD L T CORP BND ETF (VCLT ),18.0,77.02,1401.3,1386.36,1.0,1.3577500581741333,VCLT,n/a
02/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),18.0,58.61,1024.45,1054.98,1.0,1.3577500581741333,WMT,Discount Stores
02/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),36.0,58.61,2048.9,2109.96,1.0,1.3577500581741333,WMT,Discount Stores
09/2024,Tax-Free Savings Account - US,Cash,0.0,0.0,260.81,260.81,1.0,1.3508800268173218,CASH,Banks - Regional
09/2024,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,152.04,721.68,456.12,1.0,1.3508800268173218,BA,Aerospace & Defense
09/2024,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,178.17,1007.1,534.51,1.0,1.3508800268173218,COIN,Financial Data & Stock Exchanges
09/2024,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,886.52,1015.91,1773.04,1.0,1.3508800268173218,COST,Discount Stores
09/2024,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),25.0,200.85,4194.34,5021.25,1.0,1.3508800268173218,QQQM,n/a
09/2024,Tax-Free Savings Account - US,PROSHARES BITCOIN ETF (BITO ),11.0,19.19,485.47,211.09,1.0,1.3508800268173218,BITO,n/a
