Date,Account Type,Description,Quantity,Price,Book Cost,Market Value,CADUSD Conversion Rate,USDCAD Conversion Rate,Ticker,Industry
09/2024,Tax-Free Savings Account - US,VANGUARD L T CORP BND ETF (VCLT ),18.0,81.23,1401.3,1462.14,1.0,1.3508800268173218,VCLT,n/a
09/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),54.0,80.75,3073.35,4360.5,1.0,1.3508800268173218,WMT,Discount Stores
08/2024,Tax-Free Savings Account - US,Cash,0.0,0.0,228.61,228.61,1.0,1.3489099740982056,CASH,Banks - Regional
08/2024,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,173.74,721.68,521.22,1.0,1.3489099740982056,BA,Aerospace & Defense
08/2024,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,183.36,1007.1,550.08,1.0,1.3489099740982056,COIN,Financial Data & Stock Exchanges
08/2024,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,892.38,1015.91,1784.76,1.0,1.3489099740982056,COST,Discount Stores
08/2024,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),25.0,196.08,4194.34,4902.0,1.0,1.3489099740982056,QQQM,n/a
08/2024,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,19.0,485.47,209.0,1.0,1.3489099740982056,BITO,n/a
08/2024,Tax-Free Savings Account - US,VANGUARD L T CORP BND ETF (VCLT ),18.0,79.37,1401.3,1428.66,1.0,1.3489099740982056,VCLT,n/a
08/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),54.0,77.23,3073.35,4170.42,1.0,1.3489099740982056,WMT,Discount Stores
07/2024,Tax-Free Savings Account - CDN,Cash,0.0,0.0,1141.95,1141.95,0.7220425009727478,1.0,CASH,Banks - Regional
07/2024,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,56.3,482.91,675.6,0.7220425009727478,1.0,XUU,n/a
07/2024,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,18.49,897.59,184.9,0.7220425009727478,1.0,LSPD,Software - Application
07/2024,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,0.98,512.39,31.36,0.7220425009727478,1.0,LEV,n/a
07/2024,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.9,488.59,381.6,0.7220425009727478,1.0,XEB,n/a
07/2024,Tax-Free Savings Account - CDN,SHOPIFY INC CL A SVS (SHOP ),8.0,84.56,993.99,676.48,0.7220425009727478,1.0,SHOP,Software - Application
07/2024,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,81.53,1066.54,896.83,0.7220425009727478,1.0,TD,Banks - Diversified
06/2024,Tax-Free Savings Account - CDN,Cash,0.0,0.0,104.57,104.57,0.7299643158912659,1.0,CASH,Banks - Regional
06/2024,Tax-Free Savings Account - CDN,BITFARMS LTD (BITF ),300.0,3.53,604.61,1059.0,0.7299643158912659,1.0,BITF,Capital Markets
06/2024,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,54.86,482.91,658.32,0.7299643158912659,1.0,XUU,n/a
06/2024,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,18.7,897.59,187.0,0.7299643158912659,1.0,LSPD,Software - Application
06/2024,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,1.23,512.39,39.36,0.7299643158912659,1.0,LEV,n/a
06/2024,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.59,488.59,374.16,0.7299643158912659,1.0,XEB,n/a
06/2024,Tax-Free Savings Account - CDN,SHOPIFY INC CL A SVS (SHOP ),8.0,90.41,993.99,723.28,0.7299643158912659,1.0,SHOP,Software - Application
06/2024,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,75.2,1066.54,827.2,0.7299643158912659,1.0,TD,Banks - Diversified
05/2025,Tax-Free Savings Account - US,Cash,0.0,0.0,3.99,3.99,1.0,1.3805700540542605,CASH,Banks - Regional
05/2025,Tax-Free Savings Account - US,BITFARMS LTD (BITF ) FOREIGN COMMON SHARES,665.06024,0.921,1389.99,612.52,1.0,1.3805700540542605,BITF,Capital Markets
05/2025,Tax-Free Savings Account - US,ALPHABET INC CL A (GOOGL ),11.7578,171.74,1998.99,2019.28,1.0,1.3805700540542605,GOOGL,Internet Content & Information
05/2025,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),15.30867,213.75,2568.39,3272.22,1.0,1.3805700540542605,QQQM,n/a
05/2025,Tax-Free Savings Account - US,MICROSOFT CORP (MSFT ),4.86,460.36,2040.28,2237.34,1.0,1.3805700540542605,MSFT,Software - Infrastructure
05/2025,Tax-Free Savings Account - US,PROSHARES BITCOIN ETF (BITO ),11.0,22.01,485.47,242.11,1.0,1.3805700540542605,BITO,n/a
05/2025,Tax-Free Savings Account - US,SOUTHWEST AIRLINES CO (LUV ),46.10554,33.38,1589.99,1539.0,1.0,1.3805700540542605,LUV,Airlines
05/2025,Tax-Free Savings Account - US,TARGET CORP (TGT ),17.96994,94.01,2224.83,1689.35,1.0,1.3805700540542605,TGT,Discount Stores
05/2025,Tax-Free Savings Account - US,UNITED HEALTH GROUP INC (UNH),6.54892,301.91,1799.96,1977.18,1.0,1.3805700540542605,UNH,Healthcare Plans
05/2025,Tax-Free Savings Account - US,WALMART INC (WMT ) 0 00 470RR2K 765RB1K 470RR2K 765RB1K 470RR2K 765RB1K 470RR2K 765RB1K 470RR2K 765RB1K 470RR2K 765RB1K 470RR2K 765RB1K 470RR2K 765RB1K 470RR2K 765RB1K 470RR2K 765RB1K 470RR2K 765RB1K KT 771463 ZN 770977 VD 774729 VG 771220 ZG 771602 27 WALMART INC 20 0 71 0 71 31 3 99 4 70 4 70 3 5 765RB1 K US TD 4 5 765RB1 K US TD TD (NAVPS) NAVPS A NL D LL FRAC TD NVS TD RS SVS RVS 3500 5 3 SEG L3R 2Z1 SFK (SEG) TD CIRO CIPF A 31 CDIC U S TFSA TFSA TFSA TD TD TD TD TD TD TD TMX TMX (TD) TD TMX TSX N D TMX N D TD TD TD TD TD 5 5 TD,9.437,98.72,537.1,931.62,1.0,1.3805700540542605,WMT,Discount Stores
04/2025,Tax-Free Savings Account - US,Cash,0.0,0.0,42.0,42.0,1.0,1.382680058479309,CASH,Banks - Regional
04/2025,Tax-Free Savings Account - US,BITFARMS LTD (BITF ),665.06024,0.999,1389.99,664.39,1.0,1.382680058479309,BITF,Capital Markets
04/2025,Tax-Free Savings Account - US,ALPHABET INC CL A (GOOGL ),11.7578,158.8,1998.99,1867.13,1.0,1.382680058479309,GOOGL,Internet Content & Information
04/2025,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,183.24,721.68,549.72,1.0,1.382680058479309,BA,Aerospace & Defense
04/2025,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,202.89,1007.1,608.67,1.0,1.382680058479309,COIN,Financial Data & Stock Exchanges
04/2025,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),15.30867,195.85,2568.39,2998.2,1.0,1.382680058479309,QQQM,n/a
04/2025,Tax-Free Savings Account - US,MICROSOFT CORP (MSFT ),4.86,395.26,2040.28,1920.96,1.0,1.382680058479309,MSFT,Software - Infrastructure
04/2025,Tax-Free Savings Account - US,PROSHARES BITCOIN ETF (BITO ),11.0,20.43,485.47,224.73,1.0,1.382680058479309,BITO,n/a
04/2025,Tax-Free Savings Account - US,SOUTHWEST AIRLINES CO (LUV ),46.10554,27.96,1589.99,1289.11,1.0,1.382680058479309,LUV,Airlines
04/2025,Tax-Free Savings Account - US,TARGET CORP (TGT ),11.31319,96.7,1584.99,1093.98,1.0,1.382680058479309,TGT,Discount Stores
04/2025,Tax-Free Savings Account - US,WALMART INC (WMT ),20.0,97.25,1138.28,1945.0,1.0,1.382680058479309,WMT,Discount Stores
12/2023,Tax-Free Savings Account - US,Cash,0.0,0.0,158.05,158.05,1.0,1.3229600191116333,CASH,Banks - Regional
12/2023,Tax-Free Savings Account - US,BMO MICRO FANG+TM ETN NEW (FNGU ),19.0,232.89,4193.79,4424.91,1.0,1.3229600191116333,FNGU,n/a
12/2023,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,260.66,721.68,781.98,1.0,1.3229600191116333,BA,Aerospace & Defense
12/2023,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,173.92,1007.1,521.76,1.0,1.3229600191116333,COIN,Financial Data & Stock Exchanges
12/2023,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,660.08,1015.91,1320.16,1.0,1.3229600191116333,COST,Discount Stores
12/2023,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,168.54,1508.99,1685.4,1.0,1.3229600191116333,QQQM,n/a
12/2023,Tax-Free Savings Account - US,ISHARES 1 5Y I G CORP BND (IGSB ),25.0,51.275,1286.12,1281.87,1.0,1.3229600191116333,IGSB,n/a
12/2023,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,20.49,485.47,225.39,1.0,1.3229600191116333,BITO,n/a
11/2022,Tax-Free Savings Account - CDN,Cash,0.0,0.0,93.78,93.78,0.7361818552017212,1.0,CASH,Banks - Regional
11/2022,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,41.08,479.31,492.96,0.7361818552017212,1.0,XUU,n/a
11/2022,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,22.07,897.59,220.7,0.7361818552017212,1.0,LSPD,Software - Application
11/2022,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,3.73,512.39,119.36,0.7361818552017212,1.0,LEV,n/a
11/2022,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.4,489.35,369.6,0.7361818552017212,1.0,XEB,n/a
11/2022,Tax-Free Savings Account - CDN,SUNCOR ENERGY INC NEW (SU),25.0,44.23,1016.24,1105.75,0.7361818552017212,1.0,SU,Oil & Gas Integrated
11/2022,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,89.53,1066.54,984.83,0.7361818552017212,1.0,TD,Banks - Diversified
10/2022,Tax-Free Savings Account - CDN,Cash,0.0,0.0,792.53,792.53,0.7348564267158508,1.0,CASH,Banks - Regional
10/2022,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,39.56,479.31,474.72,0.7348564267158508,1.0,XUU,n/a
10/2022,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,26.11,897.59,261.1,0.7348564267158508,1.0,LSPD,Software - Application
10/2022,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,4.14,512.39,132.48,0.7348564267158508,1.0,LEV,n/a
10/2022,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,14.1,489.35,338.4,0.7348564267158508,1.0,XEB,n/a
10/2022,Tax-Free Savings Account - CDN,SUNCOR ENERGY INC NEW (SU),25.0,46.86,1016.24,1171.5,0.7348564267158508,1.0,SU,Oil & Gas Integrated
10/2022,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,87.19,1066.54,959.09,0.7348564267158508,1.0,TD,Banks - Diversified
10/2023,Tax-Free Savings Account - CDN,Cash,0.0,0.0,209.04,209.04,0.7231390476226807,1.0,CASH,Banks - Regional
10/2023,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,42.91,482.96,514.92,0.7231390476226807,1.0,XUU,n/a
10/2023,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,17.31,897.59,173.1,0.7231390476226807,1.0,LSPD,Software - Application
10/2023,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,2.21,512.39,70.72,0.7231390476226807,1.0,LEV,n/a
10/2023,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,14.38,488.72,345.12,0.7231390476226807,1.0,XEB,n/a
10/2023,Tax-Free Savings Account - CDN,SUNCOR ENERGY INC NEW (SU),25.0,44.91,1016.24,1122.75,0.7231390476226807,1.0,SU,Oil & Gas Integrated
10/2023,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,77.46,1066.54,852.06,0.7231390476226807,1.0,TD,Banks - Diversified
11/2023,Tax-Free Savings Account - CDN,Cash,0.0,0.0,210.26,210.26,0.7358243465423584,1.0,CASH,Banks - Regional
11/2023,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,45.98,482.96,551.76,0.7358243465423584,1.0,XUU,n/a
11/2023,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,21.8,897.59,218.0,0.7358243465423584,1.0,LSPD,Software - Application
11/2023,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,2.19,512.39,70.08,0.7358243465423584,1.0,LEV,n/a
11/2023,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.15,488.72,363.6,0.7358243465423584,1.0,XEB,n/a
11/2023,Tax-Free Savings Account - CDN,SUNCOR ENERGY INC NEW (SU),25.0,44.74,1016.24,1118.5,0.7358243465423584,1.0,SU,Oil & Gas Integrated
11/2023,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,82.74,1066.54,910.14,0.7358243465423584,1.0,TD,Banks - Diversified
12/2022,Tax-Free Savings Account - US,Cash,0.0,0.0,1603.04,1603.04,1.0,1.3552000522613523,CASH,Banks - Regional
12/2022,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,190.49,721.68,571.47,1.0,1.3552000522613523,BA,Aerospace & Defense
12/2022,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,35.39,1007.1,106.17,1.0,1.3552000522613523,COIN,Financial Data & Stock Exchanges
12/2022,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,456.5,1015.91,913.0,1.0,1.3552000522613523,COST,Discount Stores
12/2022,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,109.53,1508.99,1095.3,1.0,1.3552000522613523,QQQM,n/a
12/2022,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,294.88,1125.99,884.64,1.0,1.3552000522613523,NFLX,Entertainment
12/2022,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,10.43,485.47,114.73,1.0,1.3552000522613523,BITO,n/a
04/2024,Tax-Free Savings Account - US,Cash,0.0,0.0,128.98,128.98,1.0,1.36667001247406,CASH,Banks - Regional
04/2024,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,167.84,721.68,503.52,1.0,1.36667001247406,BA,Aerospace & Defense
04/2024,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,203.93,1007.1,611.79,1.0,1.36667001247406,COIN,Financial Data & Stock Exchanges
04/2024,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,722.9,1015.91,1445.8,1.0,1.36667001247406,COST,Discount Stores
04/2024,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),25.0,174.68,4194.34,4367.0,1.0,1.36667001247406,QQQM,n/a
04/2024,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,25.61,485.47,281.71,1.0,1.36667001247406,BITO,n/a
04/2024,Tax-Free Savings Account - US,VANGUARD L T CORP BND ETF (VCLT ),18.0,74.08,1401.3,1333.44,1.0,1.36667001247406,VCLT,n/a
04/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),54.0,59.35,3073.35,3204.9,1.0,1.36667001247406,WMT,Discount Stores
05/2024,Tax-Free Savings Account - US,Cash,0.0,0.0,161.15,161.15,1.0,1.368330001831055,CASH,Banks - Regional
05/2024,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,177.61,721.68,532.83,1.0,1.368330001831055,BA,Aerospace & Defense
05/2024,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,225.92,1007.1,677.76,1.0,1.368330001831055,COIN,Financial Data & Stock Exchanges
05/2024,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,809.89,1015.91,1619.78,1.0,1.368330001831055,COST,Discount Stores
05/2024,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),25.0,185.87,4194.34,4646.75,1.0,1.368330001831055,QQQM,n/a
05/2024,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,27.28,485.47,300.08,1.0,1.368330001831055,BITO,n/a
05/2024,Tax-Free Savings Account - US,VANGUARD L T CORP BND ETF (VCLT ),18.0,75.94,1401.3,1366.92,1.0,1.368330001831055,VCLT,n/a
05/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),54.0,65.76,3073.35,3551.04,1.0,1.368330001831055,WMT,Discount Stores
06/2025,Tax-Free Savings Account - CDN,Cash,0.0,0.0,36.79,36.79,0.730919361114502,1.0,CASH,Banks - Regional
06/2025,Tax-Free Savings Account - CDN,ALIMENTATION COUCHE TARD (ATD),14.125,67.69,1138.58,956.12,0.730919361114502,1.0,ATD,n/a
06/2025,Tax-Free Savings Account - CDN,GROUPE DYNAMITE INC SVS (GRGD ),56.0,26.25,1135.03,1470.0,0.730919361114502,1.0,GRGD,n/a
06/2025,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD) COMPANY (LEVGQ ),10.0,15.98,897.59,159.8,0.730919361114502,1.0,LSPD,Software - Application
06/2025,Tax-Free Savings Account - CDN,SHOPIFY INC CL A SVS (SHOP ),8.0,157.06,993.99,1256.48,0.730919361114502,1.0,SHOP,Software - Application
06/2025,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ) 4U US TFSA 0 00 0 00 TD 2 3 765RB1 J CDN TD TD (NAVPS) NAVPS A NL D LL FRAC TD NVS TD RS SVS RVS 3500 5 3 SEG L3R 2Z1 SFK (SEG) TD CIRO CIPF A 31 CDIC U S TFSA TFSA TFSA TD TD TD TD TD TD TD TMX TMX (TD) TD TMX TSX N D TMX N D TD TD TD TD TD 3 3 TD,11.0,100.16,1066.54,1101.76,0.730919361114502,1.0,TD,Banks - Diversified
10/2021,Tax-Free Savings Account - CDN,Cash,0.0,0.0,1.22,1.22,0.8099724054336548,1.0,CASH,Banks - Regional
10/2021,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,43.23,477.99,518.76,0.8099724054336548,1.0,XUU,n/a
10/2021,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,19.81,489.51,475.44,0.8099724054336548,1.0,XEB,n/a
11/2021,Tax-Free Savings Account - CDN,Cash,0.0,0.0,525.92,525.92,0.7850525975227356,1.0,CASH,Banks - Regional
11/2021,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,44.15,477.99,529.8,0.7850525975227356,1.0,XUU,n/a
11/2021,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,64.62,897.59,646.2,0.7850525975227356,1.0,LSPD,Software - Application
11/2021,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,14.08,512.39,450.56,0.7850525975227356,1.0,LEV,n/a
11/2021,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,19.38,489.51,465.12,0.7850525975227356,1.0,XEB,n/a
11/2021,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,90.15,1066.54,991.65,0.7850525975227356,1.0,TD,Banks - Diversified
12/2021,Tax-Free Savings Account - US,Cash,0.0,0.0,318.21,318.21,1.0,1.274440050125122,CASH,Banks - Regional
12/2021,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,201.32,721.68,603.96,1.0,1.274440050125122,BA,Aerospace & Defense
12/2021,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,252.37,1007.1,757.11,1.0,1.274440050125122,COIN,Financial Data & Stock Exchanges
12/2021,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,24.24,485.47,266.64,1.0,1.274440050125122,BITO,n/a
12/2021,Tax-Free Savings Account - US,TWITTER INC (TWTR),15.0,43.22,635.19,648.3,1.0,1.274440050125122,TWTR,n/a
06/2022,Tax-Free Savings Account - CDN,Cash,0.0,0.0,754.39,754.39,0.77619868516922,1.0,CASH,Banks - Regional
06/2022,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,36.48,479.31,437.76,0.77619868516922,1.0,XUU,n/a
06/2022,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,28.7,897.59,287.0,0.77619868516922,1.0,LSPD,Software - Application
06/2022,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,5.42,512.39,173.44,0.77619868516922,1.0,LEV,n/a
06/2022,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.35,489.35,368.4,0.77619868516922,1.0,XEB,n/a
06/2022,Tax-Free Savings Account - CDN,SUNCOR ENERGY INC NEW (SU),25.0,45.16,1016.24,1129.0,0.77619868516922,1.0,SU,Oil & Gas Integrated
06/2022,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,84.41,1066.54,928.51,0.77619868516922,1.0,TD,Banks - Diversified
07/2022,Tax-Free Savings Account - CDN,Cash,0.0,0.0,755.83,755.83,0.7808229923248291,1.0,CASH,Banks - Regional
07/2022,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,39.52,479.31,474.24,0.7808229923248291,1.0,XUU,n/a
07/2022,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,27.48,897.59,274.8,0.7808229923248291,1.0,LSPD,Software - Application
07/2022,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,6.28,512.39,200.96,0.7808229923248291,1.0,LEV,n/a
