Date,Account Type,Description,Quantity,Price,Book Cost,Market Value,CADUSD Conversion Rate,USDCAD Conversion Rate,Ticker,Industry
10/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),54.0,81.95,3073.35,4425.3,1.0,1.3907999992370603,WMT,Discount Stores
11/2024,Tax-Free Savings Account - US,Cash,0.0,0.0,7.3,7.3,1.0,1.4007200002670288,CASH,Banks - Regional
11/2024,Tax-Free Savings Account - US,BITFARMS LTD (BITF ),665.06024,2.15,1389.99,1429.87,1.0,1.4007200002670288,BITF,Capital Markets
11/2024,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,155.44,721.68,466.32,1.0,1.4007200002670288,BA,Aerospace & Defense
11/2024,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,296.2,1007.1,888.6,1.0,1.4007200002670288,COIN,Financial Data & Stock Exchanges
11/2024,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),25.0,209.8,4194.34,5245.0,1.0,1.4007200002670288,QQQM,n/a
11/2024,Tax-Free Savings Account - US,MICROSOFT CORP (MSFT ),4.86,423.46,2040.28,2058.01,1.0,1.4007200002670288,MSFT,Software - Infrastructure
11/2024,Tax-Free Savings Account - US,PROSHARES BITCOIN ETF (BITO ),11.0,26.14,485.47,287.54,1.0,1.4007200002670288,BITO,n/a
11/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),54.0,92.5,3073.35,4995.0,1.0,1.4007200002670288,WMT,Discount Stores
06/2022,Tax-Free Savings Account - US,Cash,0.0,0.0,264.36,264.36,1.0,1.2883299589157104,CASH,Banks - Regional
06/2022,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,136.72,721.68,410.16,1.0,1.2883299589157104,BA,Aerospace & Defense
06/2022,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,47.02,1007.1,141.06,1.0,1.2883299589157104,COIN,Financial Data & Stock Exchanges
06/2022,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,479.28,1015.91,958.56,1.0,1.2883299589157104,COST,Discount Stores
06/2022,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,115.2,1508.99,1152.0,1.0,1.2883299589157104,QQQM,n/a
06/2022,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,174.87,1125.99,524.61,1.0,1.2883299589157104,NFLX,Entertainment
06/2022,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,11.61,485.47,127.71,1.0,1.2883299589157104,BITO,n/a
06/2022,Tax-Free Savings Account - US,TWITTER INC (TWTR),15.0,37.39,635.19,560.85,1.0,1.2883299589157104,TWTR,n/a
07/2022,Tax-Free Savings Account - US,Cash,0.0,0.0,264.36,264.36,1.0,1.2806999683380127,CASH,Banks - Regional
07/2022,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,159.31,721.68,477.93,1.0,1.2806999683380127,BA,Aerospace & Defense
07/2022,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,62.96,1007.1,188.88,1.0,1.2806999683380127,COIN,Financial Data & Stock Exchanges
07/2022,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,541.3,1015.91,1082.6,1.0,1.2806999683380127,COST,Discount Stores
07/2022,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,129.79,1508.99,1297.9,1.0,1.2806999683380127,QQQM,n/a
07/2022,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,224.9,1125.99,674.7,1.0,1.2806999683380127,NFLX,Entertainment
07/2022,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,14.83,485.47,163.13,1.0,1.2806999683380127,BITO,n/a
07/2022,Tax-Free Savings Account - US,TWITTER INC (TWTR),15.0,41.61,635.19,624.15,1.0,1.2806999683380127,TWTR,n/a
04/2023,Tax-Free Savings Account - CDN,Cash,0.0,0.0,4140.9,4140.9,0.7353103756904602,1.0,CASH,Banks - Regional
04/2023,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,41.78,482.96,501.36,0.7353103756904602,1.0,XUU,n/a
04/2023,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,17.81,897.59,178.1,0.7353103756904602,1.0,LSPD,Software - Application
04/2023,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,3.01,512.39,96.32,0.7353103756904602,1.0,LEV,n/a
04/2023,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.25,488.72,366.0,0.7353103756904602,1.0,XEB,n/a
04/2023,Tax-Free Savings Account - CDN,SUNCOR ENERGY INC NEW (SU),25.0,42.42,1016.24,1060.5,0.7353103756904602,1.0,SU,Oil & Gas Integrated
04/2023,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,82.07,1066.54,902.77,0.7353103756904602,1.0,TD,Banks - Diversified
05/2023,Tax-Free Savings Account - CDN,Cash,0.0,0.0,4152.78,4152.78,0.7353103756904602,1.0,CASH,Banks - Regional
05/2023,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,41.95,482.96,503.4,0.7353103756904602,1.0,XUU,n/a
05/2023,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,18.32,897.59,183.2,0.7353103756904602,1.0,LSPD,Software - Application
05/2023,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,2.56,512.39,81.92,0.7353103756904602,1.0,LEV,n/a
05/2023,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.04,488.72,360.96,0.7353103756904602,1.0,XEB,n/a
05/2023,Tax-Free Savings Account - CDN,SUNCOR ENERGY INC NEW (SU),25.0,38.03,1016.24,950.75,0.7353103756904602,1.0,SU,Oil & Gas Integrated
05/2023,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,76.84,1066.54,845.24,0.7353103756904602,1.0,TD,Banks - Diversified
12/2021,Tax-Free Savings Account - CDN,Cash,0.0,0.0,1325.92,1325.92,0.7846583127975464,1.0,CASH,Banks - Regional
12/2021,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,45.39,477.99,544.68,0.7846583127975464,1.0,XUU,n/a
12/2021,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,51.08,897.59,510.8,0.7846583127975464,1.0,LSPD,Software - Application
12/2021,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,12.5,512.39,400.0,0.7846583127975464,1.0,LEV,n/a
12/2021,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,19.6,489.51,470.4,0.7846583127975464,1.0,XEB,n/a
12/2021,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,96.98,1066.54,1066.78,0.7846583127975464,1.0,TD,Banks - Diversified
10/2021,Tax-Free Savings Account - US,Cash,0.0,0.0,29.83,29.83,1.0,1.2346099615097046,CASH,Banks - Regional
10/2021,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,207.03,721.68,621.09,1.0,1.2346099615097046,BA,Aerospace & Defense
10/2021,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,319.42,1007.1,958.26,1.0,1.2346099615097046,COIN,Financial Data & Stock Exchanges
10/2021,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,40.32,485.47,443.52,1.0,1.2346099615097046,BITO,n/a
11/2021,Tax-Free Savings Account - US,Cash,0.0,0.0,29.83,29.83,1.0,1.273800015449524,CASH,Banks - Regional
11/2021,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,197.85,721.68,593.55,1.0,1.273800015449524,BA,Aerospace & Defense
11/2021,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,315.0,1007.1,945.0,1.0,1.273800015449524,COIN,Financial Data & Stock Exchanges
11/2021,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,36.59,485.47,402.49,1.0,1.273800015449524,BITO,n/a
04/2024,Tax-Free Savings Account - CDN,Cash,0.0,0.0,100.65,100.65,0.7317055463790894,1.0,CASH,Banks - Regional
04/2024,Tax-Free Savings Account - CDN,BITFARMS LTD (BITF ),300.0,2.46,604.61,738.0,0.7317055463790894,1.0,BITF,Capital Markets
04/2024,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,51.27,482.91,615.24,0.7317055463790894,1.0,XUU,n/a
04/2024,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,18.03,897.59,180.3,0.7317055463790894,1.0,LSPD,Software - Application
04/2024,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,1.25,512.39,40.0,0.7317055463790894,1.0,LEV,n/a
04/2024,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.35,488.59,368.4,0.7317055463790894,1.0,XEB,n/a
04/2024,Tax-Free Savings Account - CDN,SHOPIFY INC CL A SVS (SHOP ),8.0,96.65,993.99,773.2,0.7317055463790894,1.0,SHOP,Software - Application
04/2024,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,81.67,1066.54,898.37,0.7317055463790894,1.0,TD,Banks - Diversified
05/2024,Tax-Free Savings Account - CDN,Cash,0.0,0.0,101.83,101.83,0.7308178544044495,1.0,CASH,Banks - Regional
05/2024,Tax-Free Savings Account - CDN,BITFARMS LTD (BITF ),300.0,3.08,604.61,924.0,0.7308178544044495,1.0,BITF,Capital Markets
05/2024,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,53.11,482.91,637.32,0.7308178544044495,1.0,XUU,n/a
05/2024,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,19.76,897.59,197.6,0.7308178544044495,1.0,LSPD,Software - Application
05/2024,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,1.47,512.39,47.04,0.7308178544044495,1.0,LEV,n/a
05/2024,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.66,488.59,375.84,0.7308178544044495,1.0,XEB,n/a
05/2024,Tax-Free Savings Account - CDN,SHOPIFY INC CL A SVS (SHOP ),8.0,80.66,993.99,645.28,0.7308178544044495,1.0,SHOP,Software - Application
05/2024,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,76.2,1066.54,838.2,0.7308178544044495,1.0,TD,Banks - Diversified
10/2023,Tax-Free Savings Account - US,Cash,0.0,0.0,91.87,91.87,1.0,1.3828599452972412,CASH,Banks - Regional
10/2023,Tax-Free Savings Account - US,BMO MICRO FANG+TM ETN NEW (FNGU ),19.0,139.57,4193.79,2651.83,1.0,1.3828599452972412,FNGU,n/a
10/2023,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,186.82,721.68,560.46,1.0,1.3828599452972412,BA,Aerospace & Defense
10/2023,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,77.12,1007.1,231.36,1.0,1.3828599452972412,COIN,Financial Data & Stock Exchanges
10/2023,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,552.44,1015.91,1104.88,1.0,1.3828599452972412,COST,Discount Stores
10/2023,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,144.33,1508.99,1443.3,1.0,1.3828599452972412,QQQM,n/a
10/2023,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,411.69,1125.99,1235.07,1.0,1.3828599452972412,NFLX,Entertainment
10/2023,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,17.59,485.47,193.49,1.0,1.3828599452972412,BITO,n/a
11/2023,Tax-Free Savings Account - US,Cash,0.0,0.0,1434.9,1434.9,1.0,1.3590199947357178,CASH,Banks - Regional
11/2023,Tax-Free Savings Account - US,BMO MICRO FANG+TM ETN NEW (FNGU ),19.0,200.03,4193.79,3800.57,1.0,1.3590199947357178,FNGU,n/a
11/2023,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,231.63,721.68,694.89,1.0,1.3590199947357178,BA,Aerospace & Defense
11/2023,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,124.72,1007.1,374.16,1.0,1.3590199947357178,COIN,Financial Data & Stock Exchanges
11/2023,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,592.74,1015.91,1185.48,1.0,1.3590199947357178,COST,Discount Stores
11/2023,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,159.95,1508.99,1599.5,1.0,1.3590199947357178,QQQM,n/a
11/2023,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,18.87,485.47,207.57,1.0,1.3590199947357178,BITO,n/a
12/2022,Tax-Free Savings Account - CDN,Cash,0.0,0.0,106.78,106.78,0.7378984093666077,1.0,CASH,Banks - Regional
12/2022,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,38.71,479.31,464.52,0.7378984093666077,1.0,XUU,n/a
12/2022,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,19.35,897.59,193.5,0.7378984093666077,1.0,LSPD,Software - Application
12/2022,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,3.04,512.39,97.28,0.7378984093666077,1.0,LEV,n/a
12/2022,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.14,489.35,363.36,0.7378984093666077,1.0,XEB,n/a
12/2022,Tax-Free Savings Account - CDN,SUNCOR ENERGY INC NEW (SU),25.0,42.95,1016.24,1073.75,0.7378984093666077,1.0,SU,Oil & Gas Integrated
12/2022,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,87.67,1066.54,964.37,0.7378984093666077,1.0,TD,Banks - Diversified
12/2023,Tax-Free Savings Account - CDN,Cash,0.0,0.0,15.28,15.28,0.7558807134628296,1.0,CASH,Banks - Regional
12/2023,Tax-Free Savings Account - CDN,BITFARMS LTD (BITF ),650.0,3.85,1309.99,2502.5,0.7558807134628296,1.0,BITF,Capital Markets
12/2023,Tax-Free Savings Account - CDN,ISHRS CORE S P US TOT ETF (XUU),12.0,47.03,482.96,564.36,0.7558807134628296,1.0,XUU,n/a
12/2023,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD),10.0,27.82,897.59,278.2,0.7558807134628296,1.0,LSPD,Software - Application
12/2023,Tax-Free Savings Account - CDN,LION ELECTRIC COMPANY (LEV ),32.0,2.36,512.39,75.52,0.7558807134628296,1.0,LEV,n/a
12/2023,Tax-Free Savings Account - CDN,ISHARES JPM USD E M ETF (XEB),24.0,15.77,488.72,378.48,0.7558807134628296,1.0,XEB,n/a
12/2023,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,85.62,1066.54,941.82,0.7558807134628296,1.0,TD,Banks - Diversified
11/2022,Tax-Free Savings Account - US,Cash,0.0,0.0,1600.75,1600.75,1.0,1.3583600521087646,CASH,Banks - Regional
11/2022,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,178.88,721.68,536.64,1.0,1.3583600521087646,BA,Aerospace & Defense
11/2022,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,45.73,1007.1,137.19,1.0,1.3583600521087646,COIN,Financial Data & Stock Exchanges
11/2022,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,539.25,1015.91,1078.5,1.0,1.3583600521087646,COST,Discount Stores
11/2022,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,120.74,1508.99,1207.4,1.0,1.3583600521087646,QQQM,n/a
11/2022,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,305.53,1125.99,916.59,1.0,1.3583600521087646,NFLX,Entertainment
11/2022,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,10.7,485.47,117.7,1.0,1.3583600521087646,BITO,n/a
10/2022,Tax-Free Savings Account - US,Cash,0.0,0.0,1080.97,1080.97,1.0,1.3608100414276123,CASH,Banks - Regional
10/2022,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,142.51,721.68,427.53,1.0,1.3608100414276123,BA,Aerospace & Defense
10/2022,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,66.25,1007.1,198.75,1.0,1.3608100414276123,COIN,Financial Data & Stock Exchanges
10/2022,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,501.5,1015.91,1003.0,1.0,1.3608100414276123,COST,Discount Stores
10/2022,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),10.0,114.35,1508.99,1143.5,1.0,1.3608100414276123,QQQM,n/a
10/2022,Tax-Free Savings Account - US,NETFLIX INC (NFLX ),3.0,291.88,1125.99,875.64,1.0,1.3608100414276123,NFLX,Entertainment
10/2022,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,12.57,485.47,138.27,1.0,1.3608100414276123,BITO,n/a
07/2024,Tax-Free Savings Account - US,Cash,0.0,0.0,208.36,208.36,1.0,1.384960055351257,CASH,Banks - Regional
07/2024,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,190.6,721.68,571.8,1.0,1.384960055351257,BA,Aerospace & Defense
07/2024,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,224.36,1007.1,673.08,1.0,1.384960055351257,COIN,Financial Data & Stock Exchanges
07/2024,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,822.0,1015.91,1644.0,1.0,1.384960055351257,COST,Discount Stores
07/2024,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),25.0,193.76,4194.34,4844.0,1.0,1.384960055351257,QQQM,n/a
07/2024,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,22.69,485.47,249.59,1.0,1.384960055351257,BITO,n/a
07/2024,Tax-Free Savings Account - US,VANGUARD L T CORP BND ETF (VCLT ),18.0,77.98,1401.3,1403.64,1.0,1.384960055351257,VCLT,n/a
07/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),54.0,68.64,3073.35,3706.56,1.0,1.384960055351257,WMT,Discount Stores
06/2024,Tax-Free Savings Account - US,Cash,0.0,0.0,189.35,189.35,1.0,1.3699300289154053,CASH,Banks - Regional
06/2024,Tax-Free Savings Account - US,BOEING COMPANY (BA),3.0,182.01,721.68,546.03,1.0,1.3699300289154053,BA,Aerospace & Defense
06/2024,Tax-Free Savings Account - US,COINBASE GLOBAL INC CL A (COIN ),3.0,222.23,1007.1,666.69,1.0,1.3699300289154053,COIN,Financial Data & Stock Exchanges
06/2024,Tax-Free Savings Account - US,COSTCO WHOLESALE CORP (COST ),2.0,849.99,1015.91,1699.98,1.0,1.3699300289154053,COST,Discount Stores
06/2024,Tax-Free Savings Account - US,INVESCO NASDAQ 100 ETF (QQQM ),25.0,197.11,4194.34,4927.75,1.0,1.3699300289154053,QQQM,n/a
06/2024,Tax-Free Savings Account - US,PROSHS BITCOIN STRAT ETF (BITO ),11.0,22.51,485.47,247.61,1.0,1.3699300289154053,BITO,n/a
06/2024,Tax-Free Savings Account - US,VANGUARD L T CORP BND ETF (VCLT ),18.0,75.86,1401.3,1365.48,1.0,1.3699300289154053,VCLT,n/a
06/2024,Tax-Free Savings Account - US,WALMART INC (WMT ),54.0,67.71,3073.35,3656.34,1.0,1.3699300289154053,WMT,Discount Stores
05/2025,Tax-Free Savings Account - CDN,Cash,0.0,0.0,36.79,36.79,0.7243384718894958,1.0,CASH,Banks - Regional
05/2025,Tax-Free Savings Account - CDN,ALIMENTATION COUCHE TARD (ATD),14.125,71.15,1138.58,1004.99,0.7243384718894958,1.0,ATD,n/a
05/2025,Tax-Free Savings Account - CDN,GROUPE DYNAMITE INC SVS (GRGD ),56.0,16.5,1135.03,924.0,0.7243384718894958,1.0,GRGD,n/a
05/2025,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD) COMPANY (LEVGQ ),10.0,14.35,897.59,143.5,0.7243384718894958,1.0,LSPD,Software - Application
05/2025,Tax-Free Savings Account - CDN,SHOPIFY INC CL A SVS (SHOP ),8.0,146.64,993.99,1173.12,0.7243384718894958,1.0,SHOP,Software - Application
05/2025,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ) 4U US 0 00 470RR2J 765RB1J COUCHE TARD 470RR2J 765RB1J 470RR2J 765RB1J SVS 470RR2J 765RB1J 470RR2J 765RB1J 470RR2J 765RB1J 470RR2J 765RB1J 31 36 79 TFSA 0 00 0 00 TD 3 4 765RB1 J CDN TD TD (NAVPS) NAVPS A NL D LL FRAC TD NVS TD RS SVS RVS 3500 5 3 SEG L3R 2Z1 SFK (SEG) TD CIRO CIPF A 31 CDIC U S TFSA TFSA TFSA TD TD TD TD TD TD TD TMX TMX (TD) TD TMX TSX N D TMX N D TD TD TD TD TD 4 4 TD,11.0,94.77,1066.54,1042.47,0.7243384718894958,1.0,TD,Banks - Diversified
04/2025,Tax-Free Savings Account - CDN,Cash,0.0,0.0,36.79,36.79,0.7232331037521362,1.0,CASH,Banks - Regional
04/2025,Tax-Free Savings Account - CDN,ALIMENTATION COUCHE TARD (ATD),14.125,71.96,1138.58,1016.43,0.7232331037521362,1.0,ATD,n/a
04/2025,Tax-Free Savings Account - CDN,GROUPE DYNAMITE INC SVS (GRGD ),56.0,13.3,1135.03,744.8,0.7232331037521362,1.0,GRGD,n/a
04/2025,Tax-Free Savings Account - CDN,LIGHTSPEED COMMERCE SVS (LSPD) COMPANY (LEVGQ ),10.0,13.49,897.59,134.9,0.7232331037521362,1.0,LSPD,Software - Application
04/2025,Tax-Free Savings Account - CDN,SHOPIFY INC CL A SVS (SHOP ),8.0,131.12,993.99,1048.96,0.7232331037521362,1.0,SHOP,Software - Application
04/2025,Tax-Free Savings Account - CDN,TORONTO DOMINION BANK (TD ),11.0,88.09,1066.54,968.99,0.7232331037521362,1.0,TD,Banks - Diversified
